Country,DateRep,ConfirmedCases,Deaths,Recovered,Continent
Lithuania,2020-03-20,49,0,1,Europe
Luxembourg,2020-03-20,484,4,0,Europe
Madagascar,2020-03-20,3,0,0,Africa
Malaysia,2020-03-20,1030,3,87,Asia
Maldives,2020-03-20,13,0,0,Asia
Malta,2020-03-20,64,0,2,Europe
Mauritania,2020-03-20,2,0,0,Africa
Mauritius,2020-03-20,12,0,0,Africa
Mexico,2020-03-20,164,1,4,America
Moldova,2020-03-20,66,1,1,Europe
Monaco,2020-03-20,11,0,0,Europe
Mongolia,2020-03-20,6,0,0,Asia
Montenegro,2020-03-20,14,0,0,Europe
Morocco,2020-03-20,77,3,1,Africa
Namibia,2020-03-20,3,0,0,Africa
Nepal,2020-03-20,1,0,1,Asia
Netherlands,2020-03-20,3003,107,2,Europe
New Zealand,2020-03-20,39,0,0,Oceania
Nicaragua,2020-03-20,1,0,0,America
Niger,2020-03-20,1,0,0,Africa
Nigeria,2020-03-20,12,0,1,Africa
North Macedonia,2020-03-20,67,0,1,Europe
Norway,2020-03-20,1914,7,1,Europe
Oman,2020-03-20,48,0,12,Asia
Pakistan,2020-03-20,501,3,13,Asia
Panama,2020-03-20,137,1,0,America
Papua New Guinea,2020-03-20,1,0,0,Oceania
Paraguay,2020-03-20,13,0,0,America
Peru,2020-03-20,234,3,1,America
Philippines,2020-03-20,230,18,8,Asia
Poland,2020-03-20,425,5,1,Europe
Portugal,2020-03-20,1020,6,5,Europe
Qatar,2020-03-20,470,0,10,Asia
Republic of the Congo,2020-03-20,0,0,0,Africa
Romania,2020-03-20,308,0,25,Europe
Russia,2020-03-20,253,1,9,Europe
Rwanda,2020-03-20,17,0,0,Africa
Saint Lucia,2020-03-20,2,0,0,America
Saint Vincent and the Grenadines,2020-03-20,1,0,0,America
San Marino,2020-03-20,144,14,4,Europe
Saudi Arabia,2020-03-20,344,0,8,Asia
Senegal,2020-03-20,38,0,2,Africa
Serbia,2020-03-20,135,1,1,Europe
Seychelles,2020-03-20,7,0,0,Africa
Singapore,2020-03-20,385,0,124,Asia
Slovakia,2020-03-20,137,1,0,Europe
Slovenia,2020-03-20,341,1,0,Europe
Somalia,2020-03-20,1,0,0,Africa
South Africa,2020-03-20,202,0,0,Africa
Spain,2020-03-20,20410,1043,1588,Europe
Sri Lanka,2020-03-20,73,0,3,Asia
Sudan,2020-03-20,2,1,0,Africa
Suriname,2020-03-20,4,0,0,America
Sweden,2020-03-20,1639,16,16,Europe
Switzerland,2020-03-20,5294,54,15,Europe
Tanzania,2020-03-20,6,0,0,Africa
Thailand,2020-03-20,322,1,42,Asia
Togo,2020-03-20,9,0,1,Africa
Trinidad and Tobago,2020-03-20,9,0,0,America
Tunisia,2020-03-20,54,1,0,Africa
Turkey,2020-03-20,359,4,0,Asia
Ukraine,2020-03-20,29,3,0,Europe
United Arab Emirates,2020-03-20,140,2,31,Asia
United Kingdom,2020-03-20,4014,178,67,Europe
Uruguay,2020-03-20,94,0,0,America
USA,2020-03-20,19101,244,147,America
Uzbekistan,2020-03-20,33,0,0,Asia
Venezuela,2020-03-20,42,0,0,America
Vietnam,2020-03-20,91,0,16,Asia
Zambia,2020-03-20,2,0,0,Africa
Zimbabwe,2020-03-20,1,0,0,Africa
Afghanistan,2020-03-21,24,0,1,Asia
Albania,2020-03-21,76,2,2,Europe
Algeria,2020-03-21,139,15,32,Africa
Andorra,2020-03-21,88,0,1,Europe
Angola,2020-03-21,2,0,0,Africa
Antigua and Barbuda,2020-03-21,1,0,0,America
Argentina,2020-03-21,158,4,3,America
Armenia,2020-03-21,160,0,1,Asia
Australia,2020-03-21,1071,7,26,Oceania
Austria,2020-03-21,2814,8,9,Europe
Azerbaijan,2020-03-21,53,1,11,Asia
Bahamas,2020-03-21,4,0,0,America
Bahrain,2020-03-21,305,1,125,Asia
Bangladesh,2020-03-21,25,2,3,Asia
Barbados,2020-03-21,6,0,0,America
Belarus,2020-03-21,76,0,15,Europe
Belgium,2020-03-21,2815,67,263,Europe
Benin,2020-03-21,2,0,0,Africa
Bhutan,2020-03-21,2,0,0,Asia
Bolivia,2020-03-21,19,0,0,America
Bosnia-Herzegovina,2020-03-21,93,1,2,Europe
Brazil,2020-03-21,1021,15,2,America
Brunei,2020-03-21,83,0,2,Asia
Bulgaria,2020-03-21,163,3,3,Europe
Burkina Faso,2020-03-21,64,2,5,Africa
Cape Verde,2020-03-21,4,0,0,Africa
Cambodia,2020-03-21,53,0,1,Asia
Cameroon,2020-03-21,27,0,0,Africa
Canada,2020-03-21,1278,19,10,America
Cape Verde,2020-03-21,4,0,0,Africa
Central African Republic,2020-03-21,3,0,0,Africa
Chad,2020-03-21,1,0,0,Africa
Chile,2020-03-21,537,0,6,America
China,2020-03-21,81305,3259,71857,Asia
Colombia,2020-03-21,196,0,1,America
Costa Rica,2020-03-21,117,2,2,America
Ivory Coast,2020-03-21,14,0,1,Africa
Croatia,2020-03-21,206,1,5,Europe
Cuba,2020-03-21,21,1,0,America
Cyprus,2020-03-21,84,0,0,Europe
Denmark,2020-03-21,1420,13,1,Europe
Djibouti,2020-03-21,1,0,0,Africa
Dominican Republic,2020-03-21,112,2,0,America
East Timor,2020-03-21,1,0,0,Oceania
Ecuador,2020-03-21,506,7,3,America
Egypt,2020-03-21,294,10,41,Africa
El Salvador,2020-03-21,3,0,0,America
Equatorial Guinea,2020-03-21,6,0,0,Africa
Eritrea,2020-03-21,1,0,0,Africa
Estonia,2020-03-21,306,0,1,Europe
Ethiopia,2020-03-21,9,0,0,Africa
Fiji,2020-03-21,1,0,0,Oceania
Finland,2020-03-21,523,1,10,Europe
France,2020-03-21,14308,562,12,Europe
Gabon,2020-03-21,4,1,0,Africa
Gambia,2020-03-21,1,0,0,Africa
Georgia,2020-03-21,49,0,1,Asia
Germany,2020-03-21,22213,84,233,Europe
Ghana,2020-03-21,19,1,0,Africa
Greece,2020-03-21,530,13,19,Europe
Guatemala,2020-03-21,17,1,0,America
Guinea,2020-03-21,2,0,0,Africa
Guyana,2020-03-21,7,1,0,America
Haiti,2020-03-21,2,0,0,America
Holy See,2020-03-21,1,0,0,Europe
Honduras,2020-03-21,24,0,0,America
Hungary,2020-03-21,103,4,7,Europe
Iceland,2020-03-21,473,1,22,Europe
India,2020-03-21,330,4,23,Asia
Indonesia,2020-03-21,450,38,15,Asia
Iran,2020-03-21,20610,1556,7635,Asia
Iraq,2020-03-21,214,17,51,Asia
Ireland,2020-03-21,785,3,5,Europe
Israel,2020-03-21,883,1,36,Asia
Italy,2020-03-21,53578,4825,6072,Europe
Jamaica,2020-03-21,16,1,2,America
Japan,2020-03-21,1007,35,232,Asia
Jordan,2020-03-21,85,0,1,Asia
Kazakhstan,2020-03-21,53,0,0,Asia
Kenya,2020-03-21,7,0,0,Africa
Kosovo,2020-03-21,2,0,0,Europe
Kuwait,2020-03-21,176,0,27,Asia
Kyrgyzstan,2020-03-21,14,0,0,Asia
Latvia,2020-03-21,124,0,1,Europe
Lebanon,2020-03-21,187,4,4,Asia
Liberia,2020-03-21,3,0,0,Africa
Liechtenstein,2020-03-21,37,0,0,Europe
Lithuania,2020-03-21,83,1,1,Europe
Luxembourg,2020-03-21,670,8,0,Europe
Madagascar,2020-03-21,3,0,0,Africa
Malaysia,2020-03-21,1183,4,114,Asia
Maldives,2020-03-21,13,0,0,Asia
Malta,2020-03-21,73,0,2,Europe
Mauritania,2020-03-21,2,0,0,Africa
Mauritius,2020-03-21,14,1,0,Africa
Mexico,2020-03-21,203,2,4,America
Moldova,2020-03-21,80,1,1,Europe
Monaco,2020-03-21,11,0,0,Europe
Mongolia,2020-03-21,10,0,0,Asia
Montenegro,2020-03-21,14,0,0,Europe
Morocco,2020-03-21,96,3,3,Africa
Namibia,2020-03-21,3,0,0,Africa
Nepal,2020-03-21,1,0,1,Asia
Netherlands,2020-03-21,3640,137,2,Europe
New Zealand,2020-03-21,52,0,0,Oceania
Nicaragua,2020-03-21,2,0,0,America
Niger,2020-03-21,1,0,0,Africa
Nigeria,2020-03-21,22,0,1,Africa
North Macedonia,2020-03-21,85,0,1,Europe
Norway,2020-03-21,2118,7,1,Europe
Oman,2020-03-21,52,0,12,Asia
Pakistan,2020-03-21,730,3,13,Asia
Panama,2020-03-21,200,1,0,America
Papua New Guinea,2020-03-21,1,0,0,Oceania
Paraguay,2020-03-21,18,1,0,America
Peru,2020-03-21,318,5,1,America
Philippines,2020-03-21,307,19,13,Asia
Poland,2020-03-21,536,5,1,Europe
Portugal,2020-03-21,1280,12,5,Europe
Qatar,2020-03-21,481,0,27,Asia
Republic of the Congo,2020-03-21,0,0,0,Africa
Romania,2020-03-21,367,0,52,Europe
Russia,2020-03-21,306,1,12,Europe
Rwanda,2020-03-21,17,0,0,Africa
Saint Lucia,2020-03-21,2,0,0,America
Saint Vincent and the Grenadines,2020-03-21,1,0,0,America
San Marino,2020-03-21,144,20,4,Europe
Saudi Arabia,2020-03-21,392,0,16,Asia
Senegal,2020-03-21,47,0,5,Africa
Serbia,2020-03-21,171,1,1,Europe
Seychelles,2020-03-21,7,0,0,Africa
Singapore,2020-03-21,432,2,140,Asia
Slovakia,2020-03-21,178,1,0,Europe
Slovenia,2020-03-21,383,1,0,Europe
Somalia,2020-03-21,1,0,0,Africa
South Africa,2020-03-21,240,0,0,Africa
Spain,2020-03-21,25374,1375,2125,Europe
Sri Lanka,2020-03-21,77,0,1,Asia
Sudan,2020-03-21,2,1,0,Africa
Suriname,2020-03-21,4,0,0,America
Sweden,2020-03-21,1763,20,16,Europe
Switzerland,2020-03-21,6575,75,15,Europe
Tanzania,2020-03-21,6,0,0,Africa
Thailand,2020-03-21,411,1,42,Asia
Togo,2020-03-21,16,0,1,Africa
Trinidad and Tobago,2020-03-21,49,0,1,America
Tunisia,2020-03-21,60,1,0,Africa
Turkey,2020-03-21,670,9,0,Asia
Uganda,2020-03-21,1,0,0,Africa
Ukraine,2020-03-21,47,3,1,Europe
United Arab Emirates,2020-03-21,153,2,38,Asia
United Kingdom,2020-03-21,5067,234,67,Europe
Uruguay,2020-03-21,110,0,0,America
USA,2020-03-21,25493,307,171,America
Uzbekistan,2020-03-21,43,0,0,Asia
Venezuela,2020-03-21,70,0,0,America
Vietnam,2020-03-21,94,0,17,Asia
Zambia,2020-03-21,2,0,0,Africa
Zimbabwe,2020-03-21,3,0,0,Africa
Afghanistan,2020-03-22,40,1,1,Asia
Albania,2020-03-22,89,2,2,Europe
Algeria,2020-03-22,201,17,65,Africa
Andorra,2020-03-22,113,1,1,Europe
Angola,2020-03-22,2,0,0,Africa
Antigua and Barbuda,2020-03-22,1,0,0,America
Argentina,2020-03-22,266,4,27,America
Armenia,2020-03-22,194,0,2,Asia
Australia,2020-03-22,1490,7,92,Oceania
Austria,2020-03-22,3580,16,9,Europe
Azerbaijan,2020-03-22,65,1,11,Asia
Bahamas,2020-03-22,4,0,0,America
Bahrain,2020-03-22,334,2,149,Asia
Bangladesh,2020-03-22,27,2,3,Asia
Barbados,2020-03-22,14,0,0,America
Belarus,2020-03-22,76,0,15,Europe
Belgium,2020-03-22,3401,75,263,Europe
Benin,2020-03-22,2,0,0,Africa
Bhutan,2020-03-22,2,0,0,Asia
Bolivia,2020-03-22,24,0,0,America
Bosnia-Herzegovina,2020-03-22,126,1,2,Europe
Brazil,2020-03-22,1546,25,2,America
Brunei,2020-03-22,88,0,2,Asia
Bulgaria,2020-03-22,187,3,3,Europe
Burkina Faso,2020-03-22,75,4,5,Africa
Cape Verde,2020-03-22,3,0,0,Africa
Cambodia,2020-03-22,84,0,2,Asia
Cameroon,2020-03-22,40,0,2,Africa
Canada,2020-03-22,1470,21,0,America
Central African Republic,2020-03-22,3,0,0,Africa
Chad,2020-03-22,1,0,0,Africa
Chile,2020-03-22,632,1,8,America
China,2020-03-22,81397,3265,72362,Asia
Colombia,2020-03-22,231,2,3,America
Costa Rica,2020-03-22,134,2,2,America
Ivory Coast,2020-03-22,14,0,1,Africa
Croatia,2020-03-22,254,1,5,Europe
Cuba,2020-03-22,35,1,0,America
Cyprus,2020-03-22,95,1,3,Europe
Denmark,2020-03-22,1514,13,4,Europe
Djibouti,2020-03-22,1,0,0,Africa
Dominica,2020-03-22,1,0,0,America
Dominican Republic,2020-03-22,202,3,0,America
Ecuador,2020-03-22,789,14,3,America
Egypt,2020-03-22,327,14,56,Africa
El Salvador,2020-03-22,3,0,0,America
Equatorial Guinea,2020-03-22,6,0,0,Africa
Eritrea,2020-03-22,1,0,0,Africa
Estonia,2020-03-22,326,0,4,Europe
Ethiopia,2020-03-22,11,0,0,Africa
Fiji,2020-03-22,2,0,0,Oceania
Finland,2020-03-22,626,1,10,Europe
France,2020-03-22,16214,676,2201,Europe
Gabon,2020-03-22,5,1,0,Africa
Gambia,2020-03-22,1,0,0,Africa
Georgia,2020-03-22,54,0,1,Asia
Germany,2020-03-22,24873,94,266,Europe
Ghana,2020-03-22,23,1,0,Africa
Greece,2020-03-22,624,15,19,Europe
Grenada,2020-03-22,1,0,0,America
Guatemala,2020-03-22,19,1,0,America
Guinea,2020-03-22,2,0,0,Africa
Guyana,2020-03-22,18,1,0,America
Haiti,2020-03-22,2,0,0,America
Holy See,2020-03-22,1,0,0,Europe
Honduras,2020-03-22,26,0,0,America
Hungary,2020-03-22,131,6,16,Europe
Iceland,2020-03-22,568,1,5,Europe
India,2020-03-22,396,7,24,Asia
Indonesia,2020-03-22,514,48,29,Asia
Iran,2020-03-22,21638,1685,7635,Asia
Iraq,2020-03-22,233,20,57,Asia
Ireland,2020-03-22,906,4,5,Europe
Israel,2020-03-22,1071,1,37,Asia
Italy,2020-03-22,59138,5476,7024,Europe
Jamaica,2020-03-22,19,1,2,America
Japan,2020-03-22,1086,36,235,Asia
Jordan,2020-03-22,112,0,1,Asia
Kazakhstan,2020-03-22,59,0,0,Asia
Kenya,2020-03-22,15,0,0,Africa
Kuwait,2020-03-22,188,0,30,Asia
Kyrgyzstan,2020-03-22,14,0,0,Asia
Latvia,2020-03-22,139,0,1,Europe
Lebanon,2020-03-22,248,4,8,Asia
Liberia,2020-03-22,3,0,0,Africa
Liechtenstein,2020-03-22,37,0,0,Europe
Lithuania,2020-03-22,129,1,1,Europe
Luxembourg,2020-03-22,798,8,6,Europe
Madagascar,2020-03-22,3,0,0,Africa
Malaysia,2020-03-22,1306,10,139,Asia
Maldives,2020-03-22,13,0,3,Asia
Malta,2020-03-22,90,0,2,Europe
Mauritania,2020-03-22,2,0,0,Africa
Mauritius,2020-03-22,28,2,0,Africa
Mexico,2020-03-22,251,2,4,America
Moldova,2020-03-22,94,1,1,Europe
Monaco,2020-03-22,23,0,1,Europe
Mongolia,2020-03-22,10,0,0,Asia
Montenegro,2020-03-22,21,0,0,Europe
Morocco,2020-03-22,115,4,3,Africa
Mozambique,2020-03-22,1,0,0,Africa
Namibia,2020-03-22,3,0,0,Africa
Nepal,2020-03-22,1,0,1,Asia
Netherlands,2020-03-22,4217,180,3,Europe
New Zealand,2020-03-22,102,0,0,Oceania
Nicaragua,2020-03-22,2,0,0,America
Niger,2020-03-22,2,0,0,Africa
Nigeria,2020-03-22,30,0,2,Africa
North Macedonia,2020-03-22,115,1,1,Europe
Norway,2020-03-22,2263,7,6,Europe
Oman,2020-03-22,55,0,17,Asia
Pakistan,2020-03-22,776,4,13,Asia
Panama,2020-03-22,313,3,1,America
Papua New Guinea,2020-03-22,1,0,0,Oceania
Paraguay,2020-03-22,22,1,0,America
Peru,2020-03-22,363,5,1,America
Philippines,2020-03-22,380,25,15,Asia
Poland,2020-03-22,634,7,13,Europe
Portugal,2020-03-22,1600,14,5,Europe
Qatar,2020-03-22,494,0,33,Asia
Romania,2020-03-22,433,3,64,Europe
Russia,2020-03-22,367,1,16,Europe
Rwanda,2020-03-22,19,0,0,Africa
Saint Lucia,2020-03-22,2,0,0,America
Saint Vincent and the Grenadines,2020-03-22,1,0,0,America
San Marino,2020-03-22,175,20,4,Europe
Saudi Arabia,2020-03-22,511,0,17,Asia
Senegal,2020-03-22,67,0,5,Africa
Serbia,2020-03-22,222,2,2,Europe
Seychelles,2020-03-22,7,0,0,Africa
Singapore,2020-03-22,455,2,144,Asia
Slovakia,2020-03-22,185,0,7,Europe
Slovenia,2020-03-22,414,2,0,Europe
Somalia,2020-03-22,1,0,0,Africa
South Africa,2020-03-22,274,0,2,Africa
Spain,2020-03-22,28603,1756,2125,Europe
Sri Lanka,2020-03-22,82,0,3,Asia
Sudan,2020-03-22,2,1,0,Africa
Suriname,2020-03-22,5,0,0,America
Sweden,2020-03-22,1931,21,16,Europe
Switzerland,2020-03-22,7474,98,131,Europe
Syria,2020-03-22,1,0,0,Asia
Tanzania,2020-03-22,12,0,0,Africa
Thailand,2020-03-22,599,1,44,Asia
Togo,2020-03-22,16,0,0,Africa
Trinidad and Tobago,2020-03-22,50,0,0,America
Tunisia,2020-03-22,75,3,1,Africa
Turkey,2020-03-22,1236,30,0,Asia
Uganda,2020-03-22,1,0,0,Africa
Ukraine,2020-03-22,73,3,1,Europe
United Arab Emirates,2020-03-22,153,2,38,Asia
United Kingdom,2020-03-22,5741,282,95,Europe
Uruguay,2020-03-22,135,0,0,America
USA,2020-03-22,33746,427,0,America
Uzbekistan,2020-03-22,43,0,0,Asia
Venezuela,2020-03-22,70,0,15,America
Vietnam,2020-03-22,113,0,17,Asia
Zambia,2020-03-22,3,0,0,Africa
Zimbabwe,2020-03-22,3,0,0,Africa
Afghanistan,2020-03-23,40,1,1,Asia
Albania,2020-03-23,104,4,2,Europe
Algeria,2020-03-23,230,17,65,Africa
Andorra,2020-03-23,133,1,1,Europe
Angola,2020-03-23,3,0,0,Africa
Antigua and Barbuda,2020-03-23,3,0,0,America
Argentina,2020-03-23,266,4,27,America
Armenia,2020-03-23,235,0,2,Asia
Australia,2020-03-23,1682,7,119,Oceania
Austria,2020-03-23,4474,21,9,Europe
Azerbaijan,2020-03-23,72,1,10,Asia
Bahamas,2020-03-23,4,0,0,America
Bahrain,2020-03-23,377,2,164,Asia
Bangladesh,2020-03-23,33,3,5,Asia
Barbados,2020-03-23,17,0,0,America
Belarus,2020-03-23,81,0,22,Europe
Belgium,2020-03-23,3743,88,401,Europe
Belize,2020-03-23,1,0,0,America
Benin,2020-03-23,5,0,0,Africa
Bhutan,2020-03-23,2,0,0,Asia
Bolivia,2020-03-23,27,0,0,America
Bosnia-Herzegovina,2020-03-23,132,1,2,Europe
Brazil,2020-03-23,1924,34,2,America
Brunei,2020-03-23,91,0,2,Asia
Bulgaria,2020-03-23,201,3,3,Europe
Burkina Faso,2020-03-23,99,4,5,Africa
Cape Verde,2020-03-23,3,0,0,Africa
Cambodia,2020-03-23,87,0,2,Asia
Cameroon,2020-03-23,56,0,2,Africa
Canada,2020-03-23,2088,25,0,America
Central African Republic,2020-03-23,3,0,0,Africa
Chad,2020-03-23,1,0,0,Africa
Chile,2020-03-23,746,2,11,America
China,2020-03-23,81496,3274,72819,Asia
Colombia,2020-03-23,277,3,3,America
Costa Rica,2020-03-23,158,2,2,America
Ivory Coast,2020-03-23,25,0,2,Africa
Croatia,2020-03-23,315,1,5,Europe
Cuba,2020-03-23,40,1,0,America
Cyprus,2020-03-23,116,1,3,Europe
Denmark,2020-03-23,1572,24,24,Europe
Djibouti,2020-03-23,3,0,0,Africa
Dominica,2020-03-23,2,0,0,America
Dominican Republic,2020-03-23,245,3,3,America
Ecuador,2020-03-23,981,18,3,America
Egypt,2020-03-23,366,19,68,Africa
El Salvador,2020-03-23,3,0,0,America
Equatorial Guinea,2020-03-23,9,0,0,Africa
Eritrea,2020-03-23,1,0,0,Africa
Estonia,2020-03-23,352,0,4,Europe
Ethiopia,2020-03-23,11,0,0,Africa
Fiji,2020-03-23,3,0,0,Oceania
Finland,2020-03-23,700,1,10,Europe
France,2020-03-23,20123,862,2207,Europe
Gabon,2020-03-23,5,1,0,Africa
Gambia,2020-03-23,2,1,0,Africa
Georgia,2020-03-23,61,0,8,Asia
Germany,2020-03-23,29056,123,453,Europe
Ghana,2020-03-23,27,2,0,Africa
Greece,2020-03-23,695,17,29,Europe
Grenada,2020-03-23,1,0,0,America
Guatemala,2020-03-23,20,1,0,America
Guinea,2020-03-23,4,0,0,Africa
Guyana,2020-03-23,20,1,0,America
Haiti,2020-03-23,6,0,0,America
Holy See,2020-03-23,1,0,0,Europe
Honduras,2020-03-23,27,0,0,America
Hungary,2020-03-23,167,7,16,Europe
Iceland,2020-03-23,588,1,51,Europe
India,2020-03-23,499,10,34,Asia
Indonesia,2020-03-23,579,49,30,Asia
Iran,2020-03-23,23049,1812,8376,Asia
Iraq,2020-03-23,266,23,62,Asia
Ireland,2020-03-23,1125,6,5,Europe
Israel,2020-03-23,1442,1,41,Asia
Italy,2020-03-23,63927,6077,7432,Europe
Jamaica,2020-03-23,19,1,2,America
Japan,2020-03-23,1128,42,235,Asia
Jordan,2020-03-23,127,0,1,Asia
Kazakhstan,2020-03-23,62,0,0,Asia
Kenya,2020-03-23,16,0,0,Africa
Kuwait,2020-03-23,189,0,30,Asia
Kyrgyzstan,2020-03-23,16,0,0,Asia
Latvia,2020-03-23,180,0,1,Europe
Lebanon,2020-03-23,267,4,8,Asia
Liberia,2020-03-23,3,0,0,Africa
Liechtenstein,2020-03-23,51,0,0,Europe
Lithuania,2020-03-23,179,1,1,Europe
Luxembourg,2020-03-23,875,8,6,Europe
Madagascar,2020-03-23,12,0,0,Africa
Malaysia,2020-03-23,1518,14,159,Asia
Maldives,2020-03-23,13,0,5,Asia
Malta,2020-03-23,107,0,2,Europe
Mauritania,2020-03-23,2,0,0,Africa
Mauritius,2020-03-23,36,2,0,Africa
Mexico,2020-03-23,316,3,4,America
Moldova,2020-03-23,109,1,2,Europe
Monaco,2020-03-23,23,0,1,Europe
Mongolia,2020-03-23,10,0,0,Asia
Montenegro,2020-03-23,27,1,0,Europe
Morocco,2020-03-23,143,4,5,Africa
Mozambique,2020-03-23,1,0,0,Africa
Namibia,2020-03-23,4,0,0,Africa
Nepal,2020-03-23,2,0,1,Asia
Netherlands,2020-03-23,4764,214,3,Europe
New Zealand,2020-03-23,102,0,0,Oceania
Nicaragua,2020-03-23,2,0,0,America
Niger,2020-03-23,3,0,0,Africa
Nigeria,2020-03-23,40,1,2,Africa
North Macedonia,2020-03-23,136,2,1,Europe
Norway,2020-03-23,2621,10,6,Europe
Oman,2020-03-23,66,0,17,Asia
Pakistan,2020-03-23,875,6,13,Asia
Panama,2020-03-23,313,3,1,America
Papua New Guinea,2020-03-23,1,0,0,Oceania
Paraguay,2020-03-23,22,1,0,America
Peru,2020-03-23,395,5,1,America
Philippines,2020-03-23,462,33,18,Asia
Poland,2020-03-23,749,8,13,Europe
Portugal,2020-03-23,2060,23,14,Europe
Qatar,2020-03-23,501,0,33,Asia
Romania,2020-03-23,576,7,73,Europe
Russia,2020-03-23,438,1,17,Europe
Rwanda,2020-03-23,36,0,0,Africa
Saint Lucia,2020-03-23,3,0,0,America
Saint Vincent and the Grenadines,2020-03-23,1,0,0,America
San Marino,2020-03-23,187,20,4,Europe
Saudi Arabia,2020-03-23,562,0,19,Asia
Senegal,2020-03-23,79,0,8,Africa
Serbia,2020-03-23,249,3,3,Europe
Seychelles,2020-03-23,7,0,0,Africa
Singapore,2020-03-23,509,2,152,Asia
Slovakia,2020-03-23,186,0,7,Europe
Slovenia,2020-03-23,442,3,0,Europe
Somalia,2020-03-23,1,0,0,Africa
South Africa,2020-03-23,402,0,4,Africa
Spain,2020-03-23,35136,2311,3355,Europe
Sri Lanka,2020-03-23,97,0,2,Asia
Sudan,2020-03-23,2,1,0,Africa
Suriname,2020-03-23,5,0,0,America
Sweden,2020-03-23,2046,25,16,Europe
Switzerland,2020-03-23,8795,120,131,Europe
Syria,2020-03-23,1,0,0,Asia
Tanzania,2020-03-23,12,0,0,Africa
Thailand,2020-03-23,721,1,52,Asia
Togo,2020-03-23,18,0,0,Africa
Trinidad and Tobago,2020-03-23,51,0,0,America
Tunisia,2020-03-23,89,3,1,Africa
Turkey,2020-03-23,1529,37,0,Asia
Uganda,2020-03-23,9,0,0,Africa
Ukraine,2020-03-23,73,3,1,Europe
United Arab Emirates,2020-03-23,198,2,41,Asia
United Kingdom,2020-03-23,6726,336,140,Europe
Uruguay,2020-03-23,158,0,0,America
USA,2020-03-23,43667,552,0,America
Uzbekistan,2020-03-23,46,0,0,Asia
Venezuela,2020-03-23,77,0,15,America
Vietnam,2020-03-23,123,0,17,Asia
Zambia,2020-03-23,3,0,0,Africa
Zimbabwe,2020-03-23,3,1,0,Africa
Afghanistan,2020-03-24,74,1,1,Asia
Albania,2020-03-24,123,5,10,Europe
Algeria,2020-03-24,264,19,24,Africa
Andorra,2020-03-24,164,1,1,Europe
Angola,2020-03-24,3,0,0,Africa
Antigua and Barbuda,2020-03-24,3,0,0,America
Argentina,2020-03-24,387,6,52,America
Armenia,2020-03-24,249,0,14,Asia
Australia,2020-03-24,2044,8,119,Oceania
Austria,2020-03-24,5283,28,9,Europe
Azerbaijan,2020-03-24,87,1,10,Asia
Bahamas,2020-03-24,5,0,1,America
Bahrain,2020-03-24,392,3,177,Asia
Bangladesh,2020-03-24,39,4,5,Asia
Barbados,2020-03-24,18,0,0,America
Belarus,2020-03-24,81,0,22,Europe
Belgium,2020-03-24,4269,122,461,Europe
Belize,2020-03-24,1,0,0,America
Benin,2020-03-24,6,0,0,Africa
Bhutan,2020-03-24,2,0,0,Asia
Bolivia,2020-03-24,29,0,0,America
Bosnia-Herzegovina,2020-03-24,166,3,2,Europe
Brazil,2020-03-24,2247,46,2,America
Brunei,2020-03-24,104,0,2,Asia
Bulgaria,2020-03-24,218,3,3,Europe
Burkina Faso,2020-03-24,114,4,7,Africa
Cape Verde,2020-03-24,3,1,0,Africa
Cambodia,2020-03-24,91,0,4,Asia
Cameroon,2020-03-24,66,0,2,Africa
Canada,2020-03-24,2790,26,110,America
Central African Republic,2020-03-24,3,0,0,Africa
Chad,2020-03-24,3,0,0,Africa
Chile,2020-03-24,922,2,17,America
China,2020-03-24,81591,3281,73280,Asia
Colombia,2020-03-24,378,3,6,America
Costa Rica,2020-03-24,177,2,2,America
Ivory Coast,2020-03-24,73,0,2,Africa
Croatia,2020-03-24,382,1,5,Europe
Cuba,2020-03-24,48,1,1,America
Cyprus,2020-03-24,124,3,3,Europe
Denmark,2020-03-24,1718,32,36,Europe
Djibouti,2020-03-24,3,0,0,Africa
Dominica,2020-03-24,2,0,0,America
Dominican Republic,2020-03-24,312,6,3,America
Ecuador,2020-03-24,1082,27,3,America
Egypt,2020-03-24,402,20,80,Africa
El Salvador,2020-03-24,5,0,0,America
Equatorial Guinea,2020-03-24,9,0,0,Africa
Eritrea,2020-03-24,1,0,0,Africa
Estonia,2020-03-24,369,0,7,Europe
Ethiopia,2020-03-24,12,0,0,Africa
Fiji,2020-03-24,4,0,0,Oceania
Finland,2020-03-24,792,1,10,Europe
France,2020-03-24,22622,1102,3288,Europe
Gabon,2020-03-24,6,1,0,Africa
Gambia,2020-03-24,3,1,0,Africa
Georgia,2020-03-24,70,0,9,Asia
Germany,2020-03-24,32986,157,3243,Europe
Ghana,2020-03-24,53,2,0,Africa
Greece,2020-03-24,743,20,29,Europe
Grenada,2020-03-24,1,0,0,America
Guatemala,2020-03-24,21,1,0,America
Guinea,2020-03-24,4,0,0,Africa
Guyana,2020-03-24,5,1,0,America
Haiti,2020-03-24,7,0,0,America
Holy See,2020-03-24,4,0,0,Europe
Honduras,2020-03-24,30,0,0,America
Hungary,2020-03-24,187,9,21,Europe
Iceland,2020-03-24,648,2,51,Europe
India,2020-03-24,536,10,40,Asia
Indonesia,2020-03-24,686,55,30,Asia
Iran,2020-03-24,24811,1934,8913,Asia
